|micro_category|macro_category|human_strings
2254|Ride-Sharing|Transportation|short trip
2255|Ride-Sharing|Transportation|nearby ride
2256|Ride-Sharing|Transportation|short distance travel
2257|Ride-Sharing|Transportation|close distance travel
2258|Ride-Sharing|Transportation|short distance ride
2259|Ride-Sharing|Transportation|brief travel
2260|Ride-Sharing|Transportation|short journey
2261|Ride-Sharing|Transportation|reliable uber
2262|Ride-Sharing|Transportation|dependable lyft
2263|Ride-Sharing|Transportation|trustworthy ride
2264|Ride-Sharing|Transportation|safe ride
2265|Ride-Sharing|Transportation|secure ride
2266|Ride-Sharing|Transportation|safe transportation
2267|Ride-Sharing|Transportation|secure transport
2268|Ride-Sharing|Transportation|safe travel
2269|Ride-Sharing|Transportation|reliable transportation
2270|Ride-Sharing|Transportation|dependable transport
2271|Ride-Sharing|Transportation|convenient uber
2272|Ride-Sharing|Transportation|easy lyft
2273|Ride-Sharing|Transportation|simple ride
2274|Ride-Sharing|Transportation|hassle free ride
2275|Ride-Sharing|Transportation|effortless ride
2276|Ride-Sharing|Transportation|easy transport
2277|Ride-Sharing|Transportation|convenient transport
2278|Ride-Sharing|Transportation|easy travel
2279|Ride-Sharing|Transportation|simple travel
2280|Ride-Sharing|Transportation|effortless travel
2281|Ride-Sharing|Transportation|expensive uber ride
2282|Ride-Sharing|Transportation|costly lyft ride
2283|Ride-Sharing|Transportation|high fare
2284|Ride-Sharing|Transportation|high cost
2285|Ride-Sharing|Transportation|pricey ride
2286|Ride-Sharing|Transportation|expensive transport
2287|Ride-Sharing|Transportation|costly transport
2288|Ride-Sharing|Transportation|pricey transport
2289|Ride-Sharing|Transportation|high priced ride
2290|Ride-Sharing|Transportation|high cost ride
2291|Ride-Sharing|Transportation|cheap uber ride
2292|Ride-Sharing|Transportation|affordable lyft ride
2293|Ride-Sharing|Transportation|low fare
2294|Ride-Sharing|Transportation|low cost
2295|Ride-Sharing|Transportation|inexpensive ride
2296|Ride-Sharing|Transportation|affordable transport
2297|Ride-Sharing|Transportation|cheap transport
2298|Ride-Sharing|Transportation|inexpensive transport
2299|Ride-Sharing|Transportation|low priced ride
2300|Ride-Sharing|Transportation|low cost ride
2301|Ride-Sharing|Transportation|uber from home
2302|Ride-Sharing|Transportation|lyft to home
2303|Ride-Sharing|Transportation|home ride
2304|Ride-Sharing|Transportation|home transportation
2305|Ride-Sharing|Transportation|to home
2306|Ride-Sharing|Transportation|home transport
2307|Ride-Sharing|Transportation|home trip
2308|Ride-Sharing|Transportation|to home trip
2309|Ride-Sharing|Transportation|home ride share
2310|Ride-Sharing|Transportation|home ride
2311|Ride-Sharing|Transportation|uber to work
2312|Ride-Sharing|Transportation|lyft to office
2313|Ride-Sharing|Transportation|work commute
2314|Ride-Sharing|Transportation|work transportation
2315|Ride-Sharing|Transportation|to work
2316|Ride-Sharing|Transportation|work transport
2317|Ride-Sharing|Transportation|work trip
2318|Ride-Sharing|Transportation|to work trip
2319|Ride-Sharing|Transportation|work ride share
2320|Ride-Sharing|Transportation|work ride
2321|Car Loan Payments|Transportation|car loan payment
2322|Car Loan Payments|Transportation|car loan
2323|Car Loan Payments|Transportation|auto loan payment
2324|Car Loan Payments|Transportation|monthly car payment
2325|Car Loan Payments|Transportation|loan payment for car
2326|Car Loan Payments|Transportation|this month's car payment
2327|Car Loan Payments|Transportation|car loan payment due
2328|Car Loan Payments|Transportation|payment for my car loan
2329|Car Loan Payments|Transportation|paid car loan
2330|Car Loan Payments|Transportation|car loan installment
2331|Car Loan Payments|Transportation|auto loan
2332|Car Loan Payments|Transportation|auto loan payment
2333|Car Loan Payments|Transportation|car payment
2334|Car Loan Payments|Transportation|monthly car loan payment
2335|Car Loan Payments|Transportation|loan payment
2336|Car Loan Payments|Transportation|car loan
2337|Car Loan Payments|Transportation|my car loan payment
2338|Car Loan Payments|Transportation|payment on my car loan
2339|Car Loan Payments|Transportation|just paid my car loan
2340|Car Loan Payments|Transportation|another car loan payment
2341|Car Loan Payments|Transportation|paid my car loan
2342|Car Loan Payments|Transportation|car loan payment made
2343|Car Loan Payments|Transportation|completed car loan payment
2344|Car Loan Payments|Transportation|settled car loan payment
2345|Car Loan Payments|Transportation|finished car loan payment
2346|Car Loan Payments|Transportation|car loan payment is done
2347|Car Loan Payments|Transportation|car loan payment finalized
2348|Car Loan Payments|Transportation|car loan payment complete
2349|Car Loan Payments|Transportation|concluded car loan payment
2350|Car Loan Payments|Transportation|car loan payment closed
2351|Car Loan Payments|Transportation|remaining car loan payment
2352|Car Loan Payments|Transportation|outstanding car loan payment
2353|Car Loan Payments|Transportation|unpaid car loan payment
2354|Car Loan Payments|Transportation|due car loan payment
2355|Car Loan Payments|Transportation|pending car loan payment
2356|Car Loan Payments|Transportation|late car loan payment
2357|Car Loan Payments|Transportation|missed car loan payment
2358|Car Loan Payments|Transportation|overdue car loan payment
2359|Car Loan Payments|Transportation|delinquent car loan payment
2360|Car Loan Payments|Transportation|past due car loan payment
2361|Car Loan Payments|Transportation|car loan payment reminder
2362|Car Loan Payments|Transportation|don't forget car loan payment
2363|Car Loan Payments|Transportation|remember car loan payment
2364|Car Loan Payments|Transportation|car loan payment alert
2365|Car Loan Payments|Transportation|car loan payment notification
2366|Car Loan Payments|Transportation|car loan payment update
2367|Car Loan Payments|Transportation|car loan payment status
2368|Car Loan Payments|Transportation|car loan payment confirmation
2369|Car Loan Payments|Transportation|car loan payment receipt
2370|Car Loan Payments|Transportation|car loan payment details
2371|Car Loan Payments|Transportation|$amount car loan payment
2372|Car Loan Payments|Transportation|car loan payment of $amount
2373|Car Loan Payments|Transportation|paid $amount towards car loan
2374|Car Loan Payments|Transportation|applied $amount to car loan
2375|Car Loan Payments|Transportation|$amount car loan payment made
2376|Car Loan Payments|Transportation|$amount for car loan payment
2377|Car Loan Payments|Transportation|car loan payment of $amount is done
2378|Car Loan Payments|Transportation|car loan payment of $amount is complete
2379|Car Loan Payments|Transportation|car loan payment of $amount is finalized
2380|Car Loan Payments|Transportation|car loan payment of $amount is closed
2381|Car Loan Payments|Transportation|car loan payment on [date]
2382|Car Loan Payments|Transportation|car loan payment on [month] [day]
2383|Car Loan Payments|Transportation|car loan payment due on [date]
2384|Car Loan Payments|Transportation|car loan payment due [month] [day]
2385|Car Loan Payments|Transportation|car loan payment made on [date]
2386|Car Loan Payments|Transportation|car loan payment made [month] [day]
2387|Car Loan Payments|Transportation|paid car loan on [date]
2388|Car Loan Payments|Transportation|paid car loan [month] [day]
2389|Car Loan Payments|Transportation|car loan payment scheduled for [date]
2390|Car Loan Payments|Transportation|car loan payment scheduled [month] [day]
2391|Car Loan Payments|Transportation|[bank name] car loan payment
2392|Car Loan Payments|Transportation|[bank name] auto loan payment
2393|Car Loan Payments|Transportation|car loan payment to [bank name]
2394|Car Loan Payments|Transportation|auto loan payment to [bank name]
2395|Car Loan Payments|Transportation|payment to [bank name] for car loan
2396|Car Loan Payments|Transportation|payment to [bank name] for auto loan
2397|Car Loan Payments|Transportation|[bank name] car loan
2398|Car Loan Payments|Transportation|[bank name] auto loan
2399|Car Loan Payments|Transportation|car loan from [bank name]
2400|Car Loan Payments|Transportation|auto loan from [bank name]
2401|Car Loan Payments|Transportation|car loan payment via [method]
2402|Car Loan Payments|Transportation|paid car loan via [method]
2403|Car Loan Payments|Transportation|car loan payment using [method]
2404|Car Loan Payments|Transportation|auto loan payment via [method]
2405|Car Loan Payments|Transportation|auto loan payment using [method]
2406|Car Loan Payments|Transportation|payment via [method] for car loan
2407|Car Loan Payments|Transportation|payment via [method] for auto loan
2408|Car Loan Payments|Transportation|used [method] for car loan payment
2409|Car Loan Payments|Transportation|used [method] for auto loan payment
2410|Car Loan Payments|Transportation|[method] car loan payment
2411|Car Loan Payments|Transportation|principal car loan payment
2412|Car Loan Payments|Transportation|interest car loan payment
2413|Car Loan Payments|Transportation|principal and interest car loan payment
2414|Car Loan Payments|Transportation|principal only car loan payment
2415|Car Loan Payments|Transportation|interest only car loan payment
2416|Car Loan Payments|Transportation|extra car loan payment
2417|Car Loan Payments|Transportation|additional car loan payment
2418|Car Loan Payments|Transportation|early car loan payment
2419|Car Loan Payments|Transportation|prepayment of car loan
2420|Car Loan Payments|Transportation|car loan prepayment
2421|Car Loan Payments|Transportation|car loan payment confirmation number [number]
2422|Car Loan Payments|Transportation|car loan payment reference number [number]
2423|Car Loan Payments|Transportation|car loan payment transaction id [number]
2424|Car Loan Payments|Transportation|car loan payment tracking number [number]
2425|Car Loan Payments|Transportation|car loan payment receipt number [number]
2426|Car Loan Payments|Transportation|my car loan payment number is [number]
2427|Car Loan Payments|Transportation|car loan payment id [number]
2428|Car Loan Payments|Transportation|car loan payment code [number]
2429|Car Loan Payments|Transportation|car loan payment sequence number [number]
2430|Car Loan Payments|Transportation|car loan payment record [number]
2431|Car Loan Payments|Transportation|this is my car loan payment
2432|Car Loan Payments|Transportation|this is the car loan payment
2433|Car Loan Payments|Transportation|here is my car loan payment
2434|Car Loan Payments|Transportation|this is it, car loan payment
2435|Car Loan Payments|Transportation|here's the car loan payment
2436|Car Loan Payments|Transportation|this is for the car loan payment
2437|Car Loan Payments|Transportation|here's for the car loan payment
2438|Car Loan Payments|Transportation|this is my auto loan payment
2439|Car Loan Payments|Transportation|here's my auto loan payment
2440|Car Loan Payments|Transportation|this is the auto loan payment
2441|Car Loan Payments|Transportation|monthly car loan payment of $amount
2442|Car Loan Payments|Transportation|monthly payment of $amount for car loan
2443|Car Loan Payments|Transportation|monthly payment for car loan is $amount
2444|Car Loan Payments|Transportation|paying $amount monthly for my car loan
2445|Car Loan Payments|Transportation|my monthly car loan payment is $amount
2446|Car Loan Payments|Transportation|car loan monthly payment $amount
2447|Car Loan Payments|Transportation|monthly payment of $amount towards car loan
2448|Car Loan Payments|Transportation|my monthly car loan payment
2449|Car Loan Payments|Transportation|monthly car loan installment of $amount
2450|Car Loan Payments|Transportation|car loan installment of $amount per month
2451|Car Loan Payments|Transportation|car loan payment for [car make] [car model]
2452|Car Loan Payments|Transportation|car loan payment for my [car make] [car model]
2453|Car Loan Payments|Transportation|auto loan payment for [car make] [car model]
2454|Car Loan Payments|Transportation|auto loan payment for my [car make] [car model]
2455|Car Loan Payments|Transportation|payment for [car make] [car model] car loan
2456|Car Loan Payments|Transportation|payment for my [car make] [car model] car loan
